,Unnamed: 0,name,rating,reviews,ctype,hq,old,employees
8078,9.0,BSC-C&C JV,4.2,(66 Reviews),Hyderabad + 10 more,50 years old,,
8079,10.0,Gera Development...,4.1,(66 Reviews),Private,"Pune,Maharashtra + 1 more",52 years old,201-500 Employees (India)
8080,11.0,AAK KAMANI,4.3,(66 Reviews),Mumbai + 8 more,60 years old,51-200 Employees (India),
8081,12.0,LG Service,4.3,(66 Reviews),Private,Huntsville + 36 more,1 Lakh+ Employees (India),
8082,13.0,Air Force School,4.2,(66 Reviews),Private,"Delhi/NCR,Delhi + 17 more",67 years old,10k-50k Employees (Global)
8083,14.0,Garments India,4.6,(66 Reviews),Private,Jaipur + 20 more,44 years old,501-1k Employees (Global)
8084,15.0,Deshpande Founda...,4.2,(66 Reviews),NGO/NPO,"Stoneham,Massachusetts + 7 more",26 years old,201-500 Employees (India)
8085,16.0,Services & Trade...,3.7,(66 Reviews),LLC,Muscat + 3 more,45 years old,201-500 Employees (India)
8086,17.0,SKS POWER GENERA...,3.5,(66 Reviews),Public,Mumbai + 11 more,14 years old,201-500 Employees (India)
8087,18.0,Shri Mahavir fer...,4.3,(66 Reviews),Private,Rourkela + 2 more,26 years old,51-200 Employees (India)
8088,19.0,VGM Consultants,3.9,(66 Reviews),Private,"Kolkata,West Bengal + 15 more",8 years old,501-1k Employees (India)
8089,20.0,Being human,4.1,(66 Reviews),Private,Mumbai + 19 more,15 years old,51-200 Employees (India)
8090,21.0,iServices,3.5,(66 Reviews),Private,"Bangalore,Karnataka + 3 more",11 years old,11-50 Employees (India)
8091,22.0,CADS Software,4.1,(66 Reviews),Private,"Chennai,Tamil Nadu + 2 more",26 years old,201-500 Employees (India)
8092,23.0,Homeward,4.1,(66 Reviews),Private,"Austin,Texas + 1 more",14 years old,11-50 Employees (India)
8093,24.0,Press Fit Pipe A...,4.1,(66 Reviews),Partnership,"Bhiwandi,Maharashtra + 10 more",43 years old,501-1k Employees (India)
8094,25.0,Destek Infosolut...,4.4,(66 Reviews),Private,"Pune,Maharashtra",6 years old,51-200 Employees (India)
8095,26.0,Eqic Dies & Moul...,4.0,(66 Reviews),Private,Hyderabad,34 years old,201-500 Employees (India)
8096,27.0,Seco Komos Autom...,4.0,(66 Reviews),Private,Hwaseong-si + 3 more,55 years old,201-500 Employees (Global)
8097,28.0,Epicu Agro Produ...,4.0,(66 Reviews),Private,Delhi + 12 more,201-500 Employees (India),
8098,29.0,Cynoteck Technol...,4.8,(66 Reviews),LLC,"Dehradun,Uttarakhand",14 years old,51-200 Employees (India)
8099,0.0,Airtel Business,4.0,(66 Reviews),Gurgaon/Gurugram + 27 more,,,
8100,1.0,Bansal Classes,3.7,(66 Reviews),Kota + 24 more,38 years old,201-500 Employees (India),
8101,2.0,Rhydburg Pharmac...,3.4,(66 Reviews),Public,"Delhi/NCR,Delhi + 2 more",35 years old,51-200 Employees (India)
8102,3.0,Jasubhai Enginee...,3.7,(66 Reviews),Private,Mumbai + 8 more,55 years old,51-200 Employees (India)
8103,4.0,Ars Traffic And ...,3.3,(66 Reviews),Nassaulaan + 9 more,25 years old,51-200 Employees (India),
8104,5.0,Jumbo Finvest In...,4.3,(66 Reviews),Private,Jaipur + 17 more,24 years old,501-1k Employees (India)
8105,6.0,Tata Motors Insu...,3.7,(66 Reviews),Private,Mumbai + 28 more,14 years old,201-500 Employees (India)
8106,7.0,Ascent Hr,3.6,(66 Reviews),Bengaluru + 3 more,20 years old,501-1k Employees (Global),
8107,8.0,Paperpedia,2.8,(66 Reviews),Private,"Noida,Uttar Pradesh + 5 more",7 years old,51-200 Employees (India)
8108,9.0,Hitachi Astemo R...,4.1,(66 Reviews),Neemrana + 3 more,201-500 Employees (India),,
8109,10.0,AVYAIT,3.8,(66 Reviews),"Hyderabad,Telangana",2 years old,51-200 Employees (India),
8110,11.0,Ola cars,3.3,(66 Reviews),Guwahati + 19 more,501-1k Employees (India),,
8111,12.0,Transaction Solu...,4.0,(66 Reviews),Private,New Delhi + 6 more,17 years old,51-200 Employees (India)
8112,13.0,Zebra Technologi...,4.2,(66 Reviews),Private,"Lincolnshire,Illinois + 7 more",53 years old,51-200 Employees (India)
8113,14.0,ATPI,4.0,(66 Reviews),Private,London + 3 more,20 years old,51-200 Employees (India)
8114,15.0,Bharat Parentera...,3.5,(66 Reviews),Public,"Vadodara/Baroda,Gujrat + 5 more",30 years old,51-200 Employees (India)
8115,16.0,Equifax,3.8,(73 Reviews),Public,"Atlanta,Georgia + 5 more",12 years old,201-500 Employees (India)
8116,17.0,Careers360,3.3,(67 Reviews),Private,"Delhi,NCT + 1 more",14 years old,201-500 Employees (India)
8117,18.0,Facebook,4.3,(65 Reviews),Private,"Menlo Park,California + 11 more",18 years old,1k-5k Employees (India)
8118,19.0,WHSmith,3.9,(65 Reviews),Private,Swindon + 11 more,230 years old,201-500 Employees (India)
8119,20.0,SCON Projects,4.4,(65 Reviews),Private,Pune + 4 more,15 years old,51-200 Employees (India)
8120,21.0,Shine,3.4,(65 Reviews),Private,Gurgaon + 15 more,14 years old,11-50 Employees (India)
8121,22.0,Panzer Technolog...,4.8,(65 Reviews),Private,Hyderabad,16 years old,51-200 Employees (Global)
8122,23.0,East African (I)...,3.0,(65 Reviews),Private,Dehradun + 2 more,42 years old,201-500 Employees (India)
8123,24.0,B.P. Poddar Hosp...,3.7,(65 Reviews),Public,Kolkata,18 years old,201-500 Employees (India)
8124,25.0,Blue Rose Techno...,3.7,(65 Reviews),Private,"Miami,Florida + 7 more",12 years old,1k-5k Employees (India)
8125,26.0,Dudhsagar Dairy,4.6,(65 Reviews),Private,Mehsana + 5 more,62 years old,1k-5k Employees (Global)
8126,27.0,Keys Hotels,4.6,(65 Reviews),Private,"Mumbai,Maharashtra + 15 more",16 years old,11-50 Employees (India)
8127,28.0,Comnet Solutions,3.2,(65 Reviews),Private,"Delhi/NCR,Delhi + 10 more",28 years old,51-200 Employees (India)
8128,29.0,ANSR Source,3.6,(65 Reviews),Private,"Dallas,Texas",19 years old,201-500 Employees (India)
8129,0.0,IAP Company,3.1,(65 Reviews),Private,"Gurgaon/Gurugram,Haryana + 16 more",24 years old,1k-5k Employees (Global)
8130,1.0,Cloudtail India,4.1,(65 Reviews),Private,"Bengaluru,Karnataka + 3 more",8 years old,501-1k Employees (India)
8131,2.0,CC India,4.0,(65 Reviews),Private,Bangalore + 14 more,55 years old,51-200 Employees (India)
8132,3.0,Senvion,4.1,(65 Reviews),Private,"Hamburg,Hamburg + 8 more",5 years old,51-200 Employees (India)
8133,4.0,SI Group,4.4,(65 Reviews),Private,Schenectady + 9 more,116 years old,1k-5k Employees (India)
8134,5.0,MyGlamm,3.6,(65 Reviews),Mumbai + 16 more,7 years old,501-1k Employees (India),
8135,6.0,Voltamp Transfor...,3.6,(65 Reviews),Public,"Vadodara/Baroda,Gujarat + 8 more",59 years old,501-1k Employees (India)
8136,7.0,Gulf Ashley Moto...,4.1,(65 Reviews),Private,Jharkhand + 13 more,18 years old,1k-5k Employees (India)
8137,8.0,Brickwork India,4.0,(65 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",17 years old,201-500 Employees (India)
8138,9.0,Soffit Infrastru...,4.4,(65 Reviews),Kochi + 1 more,15 years old,51-200 Employees (India),
8139,10.0,bgr Mining infra...,4.5,(65 Reviews),Private,Hyderabad + 8 more,34 years old,201-500 Employees (India)
8140,11.0,Empire Spices & ...,4.6,(65 Reviews),Private,"Nasik/Nashik,Maharashtra + 10 more",28 years old,501-1k Employees (India)
8141,12.0,Spinks Softech,4.1,(65 Reviews),Private,Gurgaon + 3 more,34 years old,
8142,13.0,Pran Beverages I...,3.6,(65 Reviews),Private,Dhaka + 16 more,41 years old,1k-5k Employees (India)
8143,14.0,International SO...,3.2,(65 Reviews),Private,Singapore + 9 more,22 years old,201-500 Employees (India)
8144,15.0,IKF Technologies,3.9,(65 Reviews),Public,"Kolkata,West Bengal",22 years old,51-200 Employees (India)
8145,16.0,Acma Computers,3.6,(65 Reviews),Private,Mumbai + 7 more,30 years old,51-200 Employees (India)
8146,17.0,JP Group,4.0,(65 Reviews),Private,Hosur + 15 more,12 years old,51-200 Employees (India)
8147,18.0,MAP Systems,3.4,(65 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",29 years old,51-200 Employees (India)
8148,19.0,TUV Rheinland Gr...,4.1,(65 Reviews),Cologne + 18 more,150 years old,10k-50k Employees (Global),
8149,20.0,Jaya Hind Montup...,4.1,(65 Reviews),Private,Pune + 2 more,9 years old,1k-5k Employees (India)
8150,21.0,Concentric,4.0,(65 Reviews),Private,Gurgaon/Gurugram + 12 more,1 Lakh+ Employees (India),
8151,22.0,North West Carry...,4.3,(65 Reviews),Private,"Gurgaon/Gurugram,Haryana + 16 more",24 years old,10k-50k Employees (India)
8152,23.0,Weather Risk Man...,3.7,(65 Reviews),Private,"Gurgaon/Gurugram,Haryana + 10 more",18 years old,201-500 Employees (India)
8153,24.0,Skanray Technolo...,3.8,(65 Reviews),Private,"Mysore,Karnataka + 10 more",15 years old,201-500 Employees (India)
8154,25.0,G Plast,3.5,(65 Reviews),Private,Coimbatore,38 years old,51-200 Employees (India)
8155,26.0,Medfin India,4.1,(65 Reviews),"Bangalore,Karnataka + 3 more",6 years old,51-200 Employees (India),
8156,27.0,Surat Goods Tran...,4.2,(65 Reviews),Private,Mumbai + 22 more,59 years old,1k-5k Employees (India)
8157,28.0,Al Adrak Trading...,3.8,(65 Reviews),Muscat + 11 more,32 years old,1k-5k Employees (India),
8158,29.0,BBNL,4.5,(65 Reviews),Public,New Delhi + 33 more,10 years old,1k-5k Employees (India)
8159,0.0,PETROJET,3.7,(65 Reviews),Private,Cairo + 10 more,47 years old,10k-50k Employees (Global)
8160,1.0,SATTRIX Informat...,3.1,(65 Reviews),Private,Ahmedabad + 7 more,9 years old,51-200 Employees (India)
8161,2.0,Daramic Battery ...,3.6,(65 Reviews),Charlotte + 5 more,92 years old,51-200 Employees (India),
8162,3.0,Solverminds Solu...,3.7,(65 Reviews),Private,"Chennai,Tamil Nadu",19 years old,501-1k Employees (India)
8163,4.0,SKYMAP PHARMACEU...,3.7,(65 Reviews),Faridabad + 1 more,15 years old,51-200 Employees (India),
8164,5.0,Saveetha Univers...,4.4,(65 Reviews),Private,Chennai + 10 more,34 years old,201-500 Employees (India)
8165,6.0,CC India,4.0,(65 Reviews),Private,Bangalore + 14 more,55 years old,51-200 Employees (India)
8166,7.0,Senvion,4.1,(65 Reviews),Private,"Hamburg,Hamburg + 8 more",5 years old,51-200 Employees (India)
8167,8.0,Cloudtail India,4.1,(65 Reviews),Private,"Bengaluru,Karnataka + 3 more",8 years old,501-1k Employees (India)
8168,9.0,MyGlamm,3.6,(65 Reviews),Mumbai + 16 more,7 years old,501-1k Employees (India),
8169,10.0,Simhapuri Energy,3.7,(65 Reviews),Public,Hyderabad + 2 more,17 years old,201-500 Employees (India)
8170,11.0,Voltamp Transfor...,3.6,(65 Reviews),Public,"Vadodara/Baroda,Gujarat + 8 more",59 years old,501-1k Employees (India)
8171,12.0,JP Group,4.0,(65 Reviews),Private,Hosur + 15 more,12 years old,51-200 Employees (India)
8172,13.0,Rivulis Irrigati...,4.2,(65 Reviews),"Mumbai,Maharashtra + 21 more",56 years old,501-1k Employees (India),
8173,14.0,G Plast,3.5,(65 Reviews),Private,Coimbatore,38 years old,51-200 Employees (India)
8174,15.0,Nutek,3.8,(65 Reviews),Public,Gurgaon + 19 more,30 years old,11-50 Employees (India)
8175,16.0,Al Adrak Trading...,3.8,(65 Reviews),Muscat + 11 more,32 years old,1k-5k Employees (India),
8176,17.0,Shubham Flexible...,4.1,(65 Reviews),Faridabad + 1 more,20 years old,201-500 Employees (India),
8177,18.0,Shrachi Group,3.4,(65 Reviews),Private,Kolkata + 8 more,56 years old,51-200 Employees (India)
8178,19.0,SCON Projects,4.4,(65 Reviews),Private,Pune + 4 more,15 years old,51-200 Employees (India)
8179,20.0,B.P. Poddar Hosp...,3.7,(65 Reviews),Public,Kolkata,18 years old,201-500 Employees (India)
8180,21.0,Facebook,4.3,(65 Reviews),Private,"Menlo Park,California + 11 more",18 years old,1k-5k Employees (India)
8181,22.0,Acma Computers,3.6,(65 Reviews),Private,Mumbai + 7 more,30 years old,51-200 Employees (India)
8182,23.0,Gulf Ashley Moto...,4.1,(65 Reviews),Private,Jharkhand + 13 more,18 years old,1k-5k Employees (India)
8183,24.0,East African (I)...,3.0,(65 Reviews),Private,Dehradun + 2 more,42 years old,201-500 Employees (India)
8184,25.0,ANSR Source,3.6,(65 Reviews),Private,"Dallas,Texas",19 years old,201-500 Employees (India)
8185,26.0,IAP Company,3.1,(65 Reviews),Private,"Gurgaon/Gurugram,Haryana + 16 more",24 years old,1k-5k Employees (Global)
8186,27.0,SI Group,4.4,(65 Reviews),Private,Schenectady + 9 more,116 years old,1k-5k Employees (India)
8187,28.0,Blue Rose Techno...,3.7,(65 Reviews),Private,"Miami,Florida + 7 more",12 years old,1k-5k Employees (India)
8188,29.0,IKF Technologies,3.9,(65 Reviews),Public,"Kolkata,West Bengal",22 years old,51-200 Employees (India)
8189,0.0,Al Gihaz Holding,4.4,(65 Reviews),Private,Riyadh + 5 more,47 years old,1k-5k Employees (Global)
8190,1.0,PMJ Gems & Jewel...,3.5,(65 Reviews),Hyderabad + 9 more,58 years old,51-200 Employees (India),
8191,2.0,PETROJET,3.7,(65 Reviews),Private,Cairo + 10 more,47 years old,10k-50k Employees (Global)
8192,3.0,Okinawa Autotech,3.6,(65 Reviews),Private,"Gurgaon,Haryana + 6 more",6 years old,51-200 Employees (India)
8193,4.0,VOLTECH O AND M ...,4.1,(65 Reviews),Chennai + 11 more,13 years old,11-50 Employees (India),
8194,5.0,TGB Banquets and...,3.9,(65 Reviews),Public,"Ahmedabad,Gujarat + 5 more",33 years old,201-500 Employees (India)
8195,6.0,Gj Solutions,3.7,(65 Reviews),Private,Hyderabad + 2 more,12 years old,201-500 Employees (Global)
8196,7.0,Student Life,3.8,(65 Reviews),"Kolkata,West Bengal + 21 more",4 years old,1 Lakh+ Employees (India),
8197,8.0,Daramic Battery ...,3.6,(65 Reviews),Charlotte + 5 more,92 years old,51-200 Employees (India),
8198,9.0,Feedback Power O...,4.0,(65 Reviews),Private,Hyderabad + 7 more,11 years old,51-200 Employees (India)
8199,10.0,SATTRIX Informat...,3.1,(65 Reviews),Private,Ahmedabad + 7 more,9 years old,51-200 Employees (India)
8200,11.0,Shriram Fertiliz...,4.4,(65 Reviews),New Delhi + 19 more,32 years old,5k-10k Employees (Global),
8201,12.0,B5 Plus,3.3,(65 Reviews),Public,Tema + 3 more,20 years old,1k-5k Employees (India)
8202,13.0,JUD Cement,3.2,(65 Reviews),Private,Guwahati + 2 more,17 years old,201-500 Employees (India)
8203,14.0,Mouser Electroni...,4.3,(65 Reviews),"Mansfield,Texas + 1 more",58 years old,201-500 Employees (India),
8204,15.0,GUS Education,3.3,(65 Reviews),"Hyderabad/Secunderabad,Telangana + 1 more",5 years old,201-500 Employees (India),
8205,16.0,Varsity Educatio...,4.0,(65 Reviews),"Hyderabad,Telangana + 11 more",11 years old,5k-10k Employees (India),
8206,17.0,M.B.A Consulting...,3.6,(65 Reviews),Private,Noida + 3 more,9 years old,501-1k Employees (India)
8207,18.0,ZTT,3.7,(65 Reviews),Private,Nantong + 12 more,30 years old,51-200 Employees (India)
8208,19.0,SKYMAP PHARMACEU...,3.7,(65 Reviews),Faridabad + 1 more,15 years old,51-200 Employees (India),
8209,20.0,Saveetha Univers...,4.4,(65 Reviews),Private,Chennai + 10 more,34 years old,201-500 Employees (India)
8210,21.0,BugRaptors,4.9,(65 Reviews),Private,"Emeryville,California + 1 more",6 years old,51-200 Employees (India)
8211,22.0,Nutek,3.8,(65 Reviews),Public,Gurgaon + 19 more,30 years old,11-50 Employees (India)
8212,23.0,Srg Housing Fina...,3.6,(65 Reviews),Public,"Udaipur,Rajasthan + 17 more",23 years old,201-500 Employees (India)
8213,24.0,S10 Healthcare S...,3.5,(65 Reviews),Private,Chennai + 2 more,9 years old,201-500 Employees (India)
8214,25.0,Grecian Super Sp...,2.4,(65 Reviews),Private,Mohali + 1 more,16 years old,11-50 Employees (India)
8215,26.0,ROI NET Solutio...,4.5,(65 Reviews),Private,"Gurgaon,Haryana + 16 more",10 years old,51-200 Employees (India)
8216,27.0,Enka Insaat Ve S...,4.6,(65 Reviews),Istanbul + 5 more,65 years old,201-500 Employees (India),
8217,28.0,Paytm Money,3.9,(65 Reviews),Public,"Noida,Uttar Pradesh + 15 more",5 years old,11-50 Employees (India)
8218,29.0,SE2 DIGITAL SERV...,3.5,(65 Reviews),LLP,"Topeka,Kansas",3 years old,51-200 Employees (India)
8219,0.0,Tekion,3.9,(65 Reviews),Private,San Ramon + 2 more,6 years old,1k-5k Employees (India)
8220,1.0,Icreon Communica...,3.9,(65 Reviews),Private,"New York,New York + 2 more",22 years old,51-200 Employees (India)
8221,2.0,SE2 DIGITAL SERV...,3.5,(65 Reviews),LLP,"Topeka,Kansas",3 years old,51-200 Employees (India)
8222,3.0,Greytip Software,4.2,(65 Reviews),Private,"Bangalore,Karnataka + 5 more",28 years old,501-1k Employees (India)
8223,4.0,QUALITY EVALUATI...,3.8,(65 Reviews),Private,Bengaluru + 11 more,37 years old,201-500 Employees (India)
8224,5.0,Mars,4.2,(351 Reviews),Private,McLean + 16 more,131 years old,501-1k Employees (India)
8225,6.0,Kerry Ingredient...,4.0,(69 Reviews),Public,Tralee + 7 more,50 years old,201-500 Employees (India)
8226,7.0,R K Construction,4.1,(64 Reviews),Jamshedpur + 24 more,51-200 Employees (India),,
8227,8.0,BCITS,3.9,(64 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 20 more",23 years old,51-200 Employees (India)
8228,9.0,Alpha Maier,3.9,(64 Reviews),Gurgaon + 5 more,11 years old,51-200 Employees (India),
8229,10.0,HMD Global,3.9,(64 Reviews),Private,Espoo + 24 more,6 years old,201-500 Employees (India)
8230,11.0,K & J Project,3.0,(64 Reviews),Private,Nagpur + 16 more,18 years old,51-200 Employees (India)
8231,12.0,Denso Haryana Pr...,4.1,(64 Reviews),Manesar + 4 more,501-1k Employees (India),,
8232,13.0,Hyland Software ...,4.2,(64 Reviews),LLP,"Westlake,OHIO",31 years old,201-500 Employees (India)
8233,14.0,MSN R&D Center,3.7,(64 Reviews),Hyderabad/Secunderabad + 1 more,,,
8234,15.0,Advance India Pr...,3.9,(64 Reviews),Private,Gurgaon + 7 more,31 years old,51-200 Employees (India)
8235,16.0,Luxor Internatio...,3.8,(64 Reviews),Private,Noida + 3 more,42 years old,201-500 Employees (India)
8236,17.0,Abhyudaya Co-ope...,3.9,(64 Reviews),Private,Mumbai + 10 more,58 years old,51-200 Employees (India)
8237,18.0,Rathi Transpower,4.0,(64 Reviews),Pune + 2 more,39 years old,51-200 Employees (India),
8238,19.0,Datacomp Web Tec...,3.6,(64 Reviews),Private,"Mumbai,Maharashtra + 7 more",37 years old,201-500 Employees (India)
8239,20.0,Trn Energy,3.8,(64 Reviews),Raipur + 7 more,16 years old,1k-5k Employees (India),
8240,21.0,Ognibene India,3.7,(64 Reviews),Reggio Emilia + 2 more,69 years old,51-200 Employees (India),
8241,22.0,Indiana Ophthalm...,4.9,(64 Reviews),51-200 Employees (India),,,
8242,23.0,Transmission Cor...,4.4,(64 Reviews),Public,Vijayawada + 11 more,23 years old,1k-5k Employees (India)
8243,24.0,Tattva Spa,4.2,(64 Reviews),Private,"Gurgaon,Haryana + 16 more",11 years old,1k-5k Employees (India)
8244,25.0,Redco Internatio...,4.1,(64 Reviews),Doha + 2 more,40 years old,5k-10k Employees (Global),
8245,26.0,Golcha Associate...,4.3,(64 Reviews),Private,"Jaipur,Rajasthan + 7 more",67 years old,1k-5k Employees (India)
8246,27.0,Al Basti & Mukth...,4.5,(64 Reviews),Dubai,48 years old,5k-10k Employees (India),
8247,28.0,Robo Silicon,4.1,(64 Reviews),Private,Hyderabad + 6 more,23 years old,201-500 Employees (India)
8248,29.0,Vitech Systems A...,3.9,(64 Reviews),Private,"New York,NY + 1 more",19 years old,201-500 Employees (India)
8249,0.0,Maruti Service M...,3.9,(64 Reviews),Public,New Delhi + 10 more,23 years old,201-500 Employees (India)
8250,1.0,DEVU TOOLS,4.2,(64 Reviews),Private,Mumbai + 1 more,29 years old,51-200 Employees (India)
8251,2.0,JRG Automotive i...,3.2,(64 Reviews),Private,Gurgaon + 3 more,15 years old,11-50 Employees (India)
8252,3.0,Alphamed Formula...,4.4,(64 Reviews),Private,Hyderabad/Secunderabad + 2 more,16 years old,201-500 Employees (India)
8253,4.0,East Wind Footwe...,4.0,(64 Reviews),Cheyyar + 2 more,1k-5k Employees (India),,
8254,5.0,Sai Estate consu...,2.5,(64 Reviews),Private,"Mumbai,Maharashtra + 14 more",13 years old,51-200 Employees (India)
8255,6.0,Government Of Ta...,4.0,(64 Reviews),Private,Chennai + 19 more,72 years old,1 Lakh+ Employees (India)
8256,7.0,OVT India,3.9,(64 Reviews),Private,"Noida,Uttar Pradesh + 3 more",20 years old,501-1k Employees (India)
8257,8.0,Azadea Group,4.4,(64 Reviews),Beirut + 9 more,44 years old,10k-50k Employees (Global),
8258,9.0,TARV TECHNOLOGIE...,3.8,(64 Reviews),Public,"Chennai,Tamil Nadu + 15 more",15 years old,501-1k Employees (India)
8259,10.0,Salasar Techno E...,3.7,(64 Reviews),Public,New Delhi + 8 more,16 years old,51-200 Employees (India)
8260,11.0,Sud Chemie,4.2,(64 Reviews),Private,New Delhi + 3 more,53 years old,501-1k Employees (India)
8261,12.0,Edgetech Air Sys...,3.3,(64 Reviews),New Delhi + 5 more,17 years old,51-200 Employees (India),
8262,13.0,Seva Automotive,3.7,(64 Reviews),Private,Nasik + 4 more,37 years old,201-500 Employees (India)
8263,14.0,Suryalakshmi Cot...,3.6,(64 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 7 more",60 years old,501-1k Employees (India)
8264,15.0,Avacend Solution...,3.8,(64 Reviews),Private,"Chennai,Tamil Nadu + 12 more",19 years old,501-1k Employees (India)
8265,16.0,Highly Electrica...,3.3,(64 Reviews),Private,"Ahmedabad,Gujarat + 1 more",9 years old,51-200 Employees (India)
8266,17.0,Kanerika Softwar...,4.5,(64 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",7 years old,51-200 Employees (India)
8267,18.0,Junglee Games,4.1,(64 Reviews),Private,"Delhi,NCT + 3 more",10 years old,501-1k Employees (India)
8268,19.0,KARL STORZ,4.0,(64 Reviews),Private,Tuttlingen + 13 more,77 years old,51-200 Employees (India)
8269,20.0,ROCKWOOL,3.7,(64 Reviews),Private,Hyderabad + 3 more,35 years old,51-200 Employees (India)
8270,21.0,Grundfos Pumps,3.9,(64 Reviews),Private,"Bjerringbro,Middle Jutland + 9 more",77 years old,201-500 Employees (India)
8271,22.0,Govt of Karnatak...,4.3,(64 Reviews),Public,Bengaluru + 15 more,66 years old,1 Lakh+ Employees (Global)
8272,23.0,Recaero,3.7,(64 Reviews),Private,Verniolle + 1 more,31 years old,201-500 Employees (Global)
8273,24.0,Prudent Insuranc...,4.0,(64 Reviews),Private,"Mumbai,Maharashtra + 5 more",17 years old,51-200 Employees (India)
8274,25.0,Chennai Ford,4.3,(64 Reviews),Private,Chennai + 5 more,26 years old,1k-5k Employees (India)
8275,26.0,Polyplastics,4.0,(64 Reviews),Tokyo + 10 more,60 years old,1k-5k Employees (Global),
8276,27.0,NeST Information...,4.1,(64 Reviews),Private,"Kochi/Cochin,Kerala + 3 more",24 years old,501-1k Employees (India)
8277,28.0,Saint-Gobain Abr...,4.3,(64 Reviews),Private,Worcester + 12 more,137 years old,10k-50k Employees (Global)
8278,29.0,Royal HaskoningD...,4.4,(64 Reviews),Private,Amersfoort + 17 more,141 years old,201-500 Employees (India)
8279,0.0,Mcnally Sayaji E...,3.4,(64 Reviews),Public,Kolkata + 5 more,61 years old,201-500 Employees (India)
8280,1.0,Infojini,4.1,(64 Reviews),Private,New Jersery + 4 more,16 years old,201-500 Employees (India)
8281,2.0,Manali Petrochem...,4.2,(64 Reviews),Public,Chennai + 1 more,36 years old,501-1k Employees (India)
8282,3.0,Asmacs,4.1,(64 Reviews),Private,Mumbai + 13 more,38 years old,51-200 Employees (India)
8283,4.0,Jindal ITF,4.2,(64 Reviews),Public,New Delhi + 10 more,15 years old,51-200 Employees (India)
8284,5.0,Engineering Proj...,3.8,(64 Reviews),Private,New Delhi + 14 more,52 years old,1k-5k Employees (India)
8285,6.0,Naiknavare Devel...,3.6,(64 Reviews),Private,"Pune,Maharashtra + 3 more",36 years old,201-500 Employees (India)
8286,7.0,Avasa Hotels,4.3,(64 Reviews),Private,Hydrabad + 1 more,10 years old,51-200 Employees (India)
8287,8.0,Infoplus Technol...,3.8,(64 Reviews),Private,Borehamwood + 2 more,22 years old,201-500 Employees (India)
8288,9.0,Wadhokar,3.3,(64 Reviews),Private,Pune + 2 more,54 years old,51-200 Employees (India)
8289,10.0,Wizard e-Marketi...,3.8,(64 Reviews),Private,Kolkata + 2 more,17 years old,201-500 Employees (India)
8290,11.0,Secure Parking S...,4.6,(64 Reviews),Private,Mumbai + 10 more,43 years old,1k-5k Employees (India)
8291,12.0,Kumon India Educ...,4.3,(64 Reviews),Private,"New Delhi,Delhi + 13 more",18 years old,51-200 Employees (India)
8292,13.0,Doosan Babcock,4.7,(64 Reviews),Private,Crawley + 7 more,141 years old,1k-5k Employees (Global)
8293,14.0,PCI,3.8,(64 Reviews),Private,New Delhi + 16 more,74 years old,201-500 Employees (India)
8294,15.0,JSM Corporation,3.8,(64 Reviews),Private,"Mumbai,Maharashtra + 10 more",18 years old,201-500 Employees (India)
8295,16.0,Vritti Solutions,3.8,(64 Reviews),Public,"Pune,Maharashtra + 11 more",17 years old,201-500 Employees (India)
8296,17.0,Sportking,3.4,(64 Reviews),Public,"Ludhiana,Punjab + 5 more",33 years old,1k-5k Employees (India)
8297,18.0,Enzene Bioscienc...,4.1,(64 Reviews),Private,"Pune,Maharashtra",16 years old,201-500 Employees (India)
8298,19.0,Swastik Infra-lo...,4.2,(64 Reviews),Private,Mumbai + 9 more,501-1k Employees (India),
8299,20.0,Stesalit,3.2,(64 Reviews),Private,Kolkata + 11 more,12 years old,51-200 Employees (India)
8300,21.0,Delhi Developmen...,4.2,(64 Reviews),Private,New Delhi + 2 more,65 years old,1k-5k Employees (India)
8301,22.0,Kerakoll,4.6,(64 Reviews),Private,Sassuolo + 18 more,54 years old,51-200 Employees (India)
8302,23.0,Carestream Healt...,4.0,(64 Reviews),Private,New York + 8 more,15 years old,201-500 Employees (India)
8303,24.0,Strand Life Scie...,3.6,(64 Reviews),Private,"Bangalore,Karnataka + 9 more",22 years old,201-500 Employees (India)
8304,25.0,Techmagnate,3.9,(64 Reviews),Private,"Delhi/NCR,Delhi",4 years old,201-500 Employees (India)
8305,26.0,Rapid Global Bus...,3.9,(64 Reviews),Private,Troy + 4 more,25 years old,201-500 Employees (India)
8306,27.0,Supreme Group,3.5,(64 Reviews),Private,Dubai + 19 more,65 years old,1 Lakh+ Employees (India)
8307,28.0,Bal Bharati Publ...,3.9,(64 Reviews),Noida + 12 more,30 years old,,
8308,29.0,Asian Institute ...,4.3,(64 Reviews),Private,"Hyderabad/Secunderabad,Telangana",28 years old,501-1k Employees (India)
8309,0.0,Jaya Shree Texti...,4.0,(64 Reviews),Hooghly + 3 more,73 years old,51-200 Employees (India),
8310,1.0,Precision Seals ...,3.8,(64 Reviews),Pune,33 years old,,
8311,2.0,Atcis Technology,4.5,(64 Reviews),Private,Kolkata + 2 more,9 years old,1k-5k Employees (India)
